"order","created","sku","tier","qty","current_qty","charged_unit","variant_price_now","line_discount","grouped","check"
"#49338","2026-08-26","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49351","2026-08-27","garage-installation-449","GARAGE",1,1,449.0,449.00,0.0,"grouped","PASS"
"#49357","2026-08-28","room-of-choice-ground-level-0-3-steps-349","ROC_0_3",1,1,349.0,349.00,0.0,"grouped","PASS"
"#49362","2026-08-30","garage-installation-249","GARAGE",1,1,249.0,249.00,0.0,"grouped","PASS"
"#49367","2026-08-31","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"grouped","PASS"
"#49375","2026-09-01","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"grouped","PASS"
"#49377","2026-09-01","room-of-choice-ground-level-0-3-steps-349","ROC_0_3",1,1,349.0,349.00,0.0,"grouped","PASS"
"#49379","2026-09-01","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49379","2026-09-01","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49388","2026-09-01","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"grouped","PASS"
"#49389","2026-09-02","room-of-choice-ground-level-0-3-steps-399","ROC_0_3",1,1,399.0,399.00,19.95,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49394","2026-09-02","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"UNGROUPED","PASS"
"#49398","2026-09-02","room-of-choice-ground-level-0-3-steps-449","ROC_0_3",1,1,449.0,449.00,0.0,"UNGROUPED","PASS"
"#49399","2026-09-02","room-of-choice-ground-level-0-3-steps-349","ROC_0_3",1,1,349.0,349.00,0.0,"UNGROUPED","PASS"
"#49402","2026-09-03","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,1,100.0,100.00,0.0,"UNGROUPED","PASS"
"#49404","2026-09-03","room-of-choice-stair-carry-4-steps-599","ROC_4_PLUS",1,1,599.0,599.00,200.0,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49408","2026-09-04","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,1,100.0,100.00,10.0,"grouped","MANUAL REVIEW: discount on service line"
"#49416","2026-09-04","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,1,100.0,100.00,10.0,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,49.9,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",2,2,499.0,499.00,99.8,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,49.9,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,49.9,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,49.9,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,49.9,"grouped","MANUAL REVIEW: discount on service line"
"#49417","2026-09-05","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,49.9,"grouped","MANUAL REVIEW: discount on service line"
"#49425","2026-09-05","room-of-choice-ground-level-0-3-steps-399","ROC_0_3",1,1,399.0,399.00,19.95,"grouped","MANUAL REVIEW: discount on service line"
"#49426","2026-09-05","room-of-choice-stair-carry-4-steps-449","ROC_4_PLUS",1,1,449.0,449.00,22.45,"grouped","MANUAL REVIEW: discount on service line"
"#49431","2026-09-06","room-of-choice-stair-carry-4-steps-549","ROC_4_PLUS",1,1,549.0,549.00,0.0,"grouped","PASS"
"#49445","2026-09-07","garage-installation-449","GARAGE",1,1,449.0,449.00,44.9,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49445","2026-09-07","garage-installation-449","GARAGE",1,1,449.0,449.00,44.9,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49445","2026-09-07","garage-installation-449","GARAGE",1,1,449.0,449.00,44.9,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49445","2026-09-07","garage-installation-449","GARAGE",1,1,449.0,449.00,44.9,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49447","2026-09-07","garage-installation-399","GARAGE",1,1,399.0,399.00,39.9,"grouped","MANUAL REVIEW: discount on service line"
"#49450","2026-09-08","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,1,100.0,100.00,0.0,"grouped","PASS"
"#49459","2026-09-08","full-assembly-installation-any-room-250","ANY_ROOM_ASSEMBLY(unmapped)",1,0,250.0,250.00,0.0,"UNGROUPED","REMOVED (edited out)"
"#49462","2026-09-08","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"UNGROUPED","PASS"
"#49465","2026-09-08","room-of-choice-stair-carry-4-steps-699","ROC_4_PLUS",1,1,699.0,699.00,34.95,"grouped","MANUAL REVIEW: discount on service line"
"#49473","2026-09-09","full-assembly-installation-any-room-250","ANY_ROOM_ASSEMBLY(unmapped)",1,1,250.0,250.00,0.0,"grouped","PASS"
"#49480","2026-09-09","room-of-choice-ground-level-0-3-steps-399","ROC_0_3",1,1,399.0,399.00,0.0,"grouped","PASS"
"#49503","2026-09-11","room-of-choice-ground-level-0-3-steps-999","ROC_0_3",1,1,999.0,999.00,0.0,"UNGROUPED","PASS"
"#49507","2026-09-11","full-assembly-installation-any-room-449","ANY_ROOM_ASSEMBLY(unmapped)",1,1,449.0,449.00,0.0,"UNGROUPED","PASS"
"#49507","2026-09-11","full-assembly-installation-any-room-449","ANY_ROOM_ASSEMBLY(unmapped)",1,1,449.0,449.00,0.0,"UNGROUPED","PASS"
"#49512","2026-09-13","garage-installation-349","GARAGE",1,0,349.0,349.00,0.0,"grouped","REMOVED (edited out)"
"#49512","2026-09-13","room-of-choice-ground-level-0-3-steps-449","ROC_0_3",1,1,449.0,449.00,0.0,"UNGROUPED","PASS"
"#49517","2026-09-14","garage-installation-249","GARAGE",1,1,249.0,249.00,0.0,"UNGROUPED","PASS"
"#49517","2026-09-14","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49518","2026-09-14","garage-installation-299","GARAGE",1,1,299.0,299.00,0.0,"grouped","PASS"
"#49520","2026-09-15","room-of-choice-ground-level-0-3-steps-549","ROC_0_3",1,1,549.0,549.00,0.0,"grouped","PASS"
"#49525","2026-09-15","room-of-choice-ground-level-0-3-steps-449","ROC_0_3",1,1,449.0,449.00,22.45,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49525","2026-09-15","room-of-choice-ground-level-0-3-steps-399","ROC_0_3",1,1,399.0,399.00,19.95,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49525","2026-09-15","full-assembly-installation-any-room-250","ANY_ROOM_ASSEMBLY(unmapped)",1,1,250.0,250.00,12.5,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49529","2026-09-15","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"grouped","PASS"
"#49534","2026-09-16","full-assembly-installation-any-room-649","ANY_ROOM_ASSEMBLY(unmapped)",1,1,649.0,649.00,227.15,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49536","2026-09-16","room-of-choice-ground-level-0-3-steps-399","ROC_0_3",3,3,399.0,399.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","room-of-choice-ground-level-0-3-steps-399","ROC_0_3",2,2,399.0,399.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","full-assembly-installation-any-room-349","ANY_ROOM_ASSEMBLY(unmapped)",2,2,349.0,349.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",2,2,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","assembly-any-room-2-step-process-199","OTHER(unmapped)",1,1,199.0,199.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","full-assembly-installation-any-room-649","ANY_ROOM_ASSEMBLY(unmapped)",1,1,649.0,649.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49536","2026-09-16","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49551","2026-09-17","full-assembly-installation-any-room-249","ANY_ROOM_ASSEMBLY(unmapped)",1,1,249.0,249.00,0.0,"UNGROUPED","PASS"
"#49555","2026-09-18","room-of-choice-stair-carry-4-steps-549","ROC_4_PLUS",1,1,549.0,549.00,0.0,"UNGROUPED","PASS"
"#49557","2026-09-18","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"grouped","PASS"
"#49559","2026-09-18","garage-installation-499","GARAGE",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","assembly-2-step-process-299","OTHER(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","full-assembly-installation-any-room-449","ANY_ROOM_ASSEMBLY(unmapped)",1,1,449.0,449.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","full-assembly-installation-any-room-249","ANY_ROOM_ASSEMBLY(unmapped)",1,1,249.0,249.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,1,100.0,100.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",1,1,299.0,299.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49560","2026-09-18","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49561","2026-09-19","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,0,100.0,100.00,0.0,"grouped","REMOVED (edited out)"
"#49562","2026-09-19","garage-installation-449","GARAGE",1,1,449.0,449.00,0.0,"grouped","PASS"
"#49565","2026-09-19","room-of-choice-stair-carry-4-steps-499","ROC_4_PLUS",1,1,499.0,499.00,0.0,"grouped","PASS"
"#49591","2026-09-22","room-of-choice-ground-level-0-3-steps-499","ROC_0_3",1,1,499.0,499.00,0.0,"UNGROUPED","PASS"
"#49598","2026-09-23","full-assembly-installation-any-room-299","ANY_ROOM_ASSEMBLY(unmapped)",2,2,299.0,299.00,89.7,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49598","2026-09-23","room-of-choice-stair-carry-4-steps-549","ROC_4_PLUS",2,2,549.0,549.00,164.7,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49598","2026-09-23","full-assembly-installation-any-room-449","ANY_ROOM_ASSEMBLY(unmapped)",1,1,449.0,449.00,67.35,"UNGROUPED","MANUAL REVIEW: discount on service line"
"#49601","2026-09-23","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",2,2,100.0,100.00,0.0,"UNGROUPED","PASS"
"#49607","2026-09-23","room-of-choice-ground-level-0-3-steps-449","ROC_0_3",2,2,449.0,449.00,0.0,"UNGROUPED","PASS"
"#49608","2026-09-23","full-assembly-installation-any-room-399","ANY_ROOM_ASSEMBLY(unmapped)",1,1,399.0,399.00,0.0,"grouped","PASS"
"#49612","2026-09-23","garage-delivery-no-unpacking-left-in-crate-100","GARAGE_NO_UNPACK(unmapped)",1,1,100.0,100.00,0.0,"grouped","PASS"
