priority,metaobject_id,handle,display_name,proposed_action,referencing_products,referencing_product_handles,why_tim_approval_is_required
3,136738046268,body-solid-bstvd-164-vinyl-dumbbell-1-15-lbs-set-new,Body Solid BSTVD164 Vinyl Dumbbell 1-15lbs. Set (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd164-vinyl-dumbbell-1-15lbs-set-new,Medium - archiving/reactivating the product later would need the record back.
3,136733065532,body-solid-bstvd-2-vinyl-dumbbell-2-lbs-light-purple-new,Body Solid BSTVD2 Vinyl Dumbbell 2 lbs. Light Purple (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd2-vinyl-dumbbell-2-lbs-light-purple-new,Medium - archiving/reactivating the product later would need the record back.
3,136733294908,body-solid-bstvd-3-vinyl-dumbbell-3-lbs-green-new,Body Solid BSTVD3 Vinyl Dumbbell 3 lbs. Green (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd3-vinyl-dumbbell-3-lbs-green-new,Medium - archiving/reactivating the product later would need the record back.
3,136733622588,body-solid-bstvd-4-vinyl-dumbbell-4-lbs-light-gray-new,Body Solid BSTVD4 Vinyl Dumbbell 4 lbs. Light Gray (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd4-vinyl-dumbbell-4-lbs-light-gray-new,Medium - archiving/reactivating the product later would need the record back.
3,136736014652,body-solid-bstvd-5-vinyl-dumbbell-5-lbs-blue-new,Body Solid BSTVD5 Vinyl Dumbbell 5 lbs. Blue (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd5-vinyl-dumbbell-5-lbs-blue-new,Medium - archiving/reactivating the product later would need the record back.
3,136736080188,body-solid-bstvd-6-vinyl-dumbbell-6-lbs-red-new,Body Solid BSTVD6 Vinyl Dumbbell 6 lbs. Red (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd6-vinyl-dumbbell-6-lbs-red-new,Medium - archiving/reactivating the product later would need the record back.
3,136736604476,body-solid-bstvd-7-vinyl-dumbbell-7-lbs-purple-new,Body Solid BSTVD7 Vinyl Dumbbell 7 lbs. Purple (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd7-vinyl-dumbbell-7-lbs-purple-new,Medium - archiving/reactivating the product later would need the record back.
3,136736833852,body-solid-bstvd-8-vinyl-dumbbell-8-lbs-black-new,Body Solid BSTVD8 Vinyl Dumbbell 8 lbs. Black (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd8-vinyl-dumbbell-8-lbs-black-new,Medium - archiving/reactivating the product later would need the record back.
3,136737161532,body-solid-bstvd-9-vinyl-dumbbell-9-lbs-yellow-new,Body Solid BSTVD9 Vinyl Dumbbell 9 lbs. Yellow (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd9-vinyl-dumbbell-9-lbs-yellow-new,Medium - archiving/reactivating the product later would need the record back.
3,138179936572,body-solid-exm-2500-s-home-gym-new,Body-Solid EXM2500s Home Gym (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,138180723004,body-solid-f-400-fusion-400-personal-trainer-new,Body-Solid F400 Fusion 400 Personal Trainer (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-f400-fusion-400-personal-trainer-new,Medium - archiving/reactivating the product later would need the record back.
3,136175223100,body-solid-g-1-s-selectorized-home-gym-new,Body-Solid G1S Selectorized Home Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-g1s-selectorized-home-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136177156412,body-solid-g-9-s-selectorized-2-stack-multi-gym-new,Body-Solid G9S Selectorized 2 Stack Multi Gym (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136182137148,body-solid-gap-1-aluminum-pulley-upgrade-for-g-1-s-gym-new,Body-Solid GAP1 Aluminum Pulley Upgrade for G1S Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap1-aluminum-pulley-upgrade-for-g1s-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136182399292,body-solid-gap-10-aluminum-pulley-upgrade-for-g-10-b-new,Body-Solid GAP10 Aluminum Pulley Upgrade for G10B (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap10-aluminum-pulley-upgrade-for-g10b-new,Medium - archiving/reactivating the product later would need the record back.
3,136182890812,body-solid-gap-3-aluminum-pulley-upgrade-for-g-3-s-gym-new,Body-Solid GAP3 Aluminum Pulley Upgrade for G3S Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap3-aluminum-pulley-upgrade-for-g3s-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136183021884,body-solid-gap-348-aluminum-pulley-upgrade-gla-348-s-lat-attachment-new,Body-Solid GAP348 Aluminum Pulley Upgrade - GLA348S Lat Attachment (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap348-aluminum-pulley-upgrade-gla348s-lat-attachment-new,Medium - archiving/reactivating the product later would need the record back.
3,136183873852,body-solid-gap-378-aluminum-pulley-upgrade-for-gla-378-new,Body-Solid GAP378 Aluminum Pulley Upgrade for GLA378 (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap378-aluminum-pulley-upgrade-for-gla378-new,Medium - archiving/reactivating the product later would need the record back.
3,136184168764,body-solid-gap-5-aluminum-pulley-upgrade-for-g-5-s-gym-new,Body-Solid GAP5 Aluminum Pulley Upgrade for G5S Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap5-aluminum-pulley-upgrade-for-g5s-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136184267068,body-solid-gap-6-aluminum-pulley-upgrade-for-g-6-b-gym-new,Body-Solid GAP6 Aluminum Pulley Upgrade for G6B Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap6-aluminum-pulley-upgrade-for-g6b-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136184430908,body-solid-gap-9-aluminum-pulley-upgrade-for-g-9-s-gym-new,Body-Solid GAP9 Aluminum Pulley Upgrade for G9S Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gap9-aluminum-pulley-upgrade-for-g9s-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136184496444,body-solid-gapiot-aluminum-pulley-upgrade-for-giot-new,Body-Solid GAPIOT Aluminum Pulley Upgrade for GIOT (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gapiot-aluminum-pulley-upgrade-for-giot-new,Medium - archiving/reactivating the product later would need the record back.
3,136184660284,body-solid-gaplp-aluminum-pulley-upgrade-for-glp-new,Body-Solid GAPLP Aluminum Pulley Upgrade for GLP (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gaplp-aluminum-pulley-upgrade-for-glp-new,Medium - archiving/reactivating the product later would need the record back.
3,136186495292,body-solid-gcec-340-cam-series-leg-extension-curl-new,Body-Solid GCEC340 Cam Series Leg Extension & Curl (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136187052348,body-solid-gcr-100-cardio-barbell-weight-rack-new,Body-Solid GCR100 Cardio Barbell Weight Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gcr100-cardio-barbell-weight-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,136188264764,body-solid-gcrpack-cardio-barbell-package-set-new,Body Solid GCRPACK Cardio Barbell Package Set (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gcrpack-cardio-barbell-package-set-new,Medium - archiving/reactivating the product later would need the record back.
3,136188854588,body-solid-gdcc-200-functional-training-center-200-new,Body-Solid GDCC200 Functional Training Center 200 (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,138180952380,body-solid-gdcc-210-functional-training-center-210-new,Body-Solid GDCC210 Functional Training Center 210 (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gdcc210-functional-training-center-210-new,Medium - archiving/reactivating the product later would need the record back.
3,138181083452,body-solid-gdcc-accessory-rack-new,Body-Solid GDCC Accessory Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gdcc-accessory-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,138181345596,body-solid-gdkr-100-dual-dumbbell-kettlebell-rack-new,Body Solid GDKR100 Dual Dumbbell & Kettlebell Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gdkr100-dual-dumbbell-kettlebell-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,138182000956,body-solid-gdr-24-npack-12-pairs-neoprene-dumbbells-1-15-lbs-w-rack-new,Body-Solid GDR24-NPACK 12 Pairs Neoprene Dumbbells 1-15 lbs w/Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gdr24-npack-12-pairs-neoprene-dumbbells-1-15-lbs-w-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,135515439420,body-solid-gdr-24-vpack-12-pairs-vinyl-dumbbells-1-15-lbs-w-rack-new,Body-Solid GDR24-VPACK 12 Pairs Vinyl Dumbbells 1-15 lbs w/Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gdr24-vpack-12-pairs-vinyl-dumbbells-1-15-lbs-w-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,136232501564,body-solid-gdr-34-3-tier-horizontal-34-vinyl-or-neoprene-dumbbell-rack-new,"Body Solid GDR34 3 Tier Horizontal 34"" Vinyl or Neoprene Dumbbell Rack (New)",DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136233648444,body-solid-gdr-44-vertical-dumbbell-rack-new,Body Solid GDR44 Vertical Dumbbell Rack (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,135526220092,body-solid-gdr-500-neopack-neoprene-dumbbell-package-new,Body Solid GDR500-NEOPACK Neoprene Dumbbell Package (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,138185736508,body-solid-gdr-500-pack-vinyl-dumbbell-package-new,Body Solid GDR500PACK Vinyl Dumbbell Package (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gdr500pack-vinyl-dumbbell-package-new,Medium - archiving/reactivating the product later would need the record back.
3,138186293564,body-solid-gfi-21-heavy-duty-flat-incline-bench-new,Body-Solid GFI21 Heavy Duty Flat Incline Bench (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gfi21-heavy-duty-flat-incline-bench-new,Medium - archiving/reactivating the product later would need the record back.
3,136257339708,body-solid-gfid-31-flat-incline-decline-bench-new,Body-Solid GFID31 Flat Incline Decline Bench (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gfid31-flat-incline-decline-bench-new,Medium - archiving/reactivating the product later would need the record back.
3,136257732924,body-solid-gfid-71-heavy-duty-flat-incline-decline-bench-new,Body-Solid GFID71 Heavy Duty Flat Incline Decline Bench (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gfid71-heavy-duty-flat-incline-decline-bench-new,Medium - archiving/reactivating the product later would need the record back.
3,136259895612,body-solid-ghyp-345-45-degree-back-hyperextension-new,Body-Solid GHYP345 45 Degree Back Hyperextension (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136260616508,body-solid-gib-2-inversion-boots-new,Body Solid GIB2 Inversion Boots (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gib2-inversion-boots-new,Medium - archiving/reactivating the product later would need the record back.
3,136261828924,body-solid-glce-365-seated-leg-extension-supine-curl-new,Body-Solid GLCE365 Seated Leg Extension & Supine Curl (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,138192257340,body-solid-gmr-10-medicine-ball-rack-new,Body Solid GMR10 Medicine Ball Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gmr10-medicine-ball-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,138193994044,body-solid-gmr-10-pack-medicine-ball-package-w-rack-new,Body Solid GMR10PACK Medicine Ball Package w/Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gmr10pack-medicine-ball-package-w-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,136274641212,body-solid-gpcb-329-2-x-3-preacher-curl-bench-new,"Body-Solid GPCB329 2"" X 3"" Preacher Curl Bench (New)",DISCONNECT (if attached) + ARCHIVE,1,body-solid-gpcb329-2-x-3-preacher-curl-bench-new,Medium - archiving/reactivating the product later would need the record back.
3,136274903356,body-solid-gpm-65-plate-loaded-pec-fly-rear-delt-machine-new,Body-Solid GPM65 Plate Loaded Pec Fly / Rear Delt Machine (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136277229884,body-solid-gs-348-q-series-7-linear-bearing-smith-new,Body-Solid GS348Q Series 7 Linear Bearing Smith (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136277328188,body-solid-gs-348-qp-4-series-7-smith-gym-system-new,Body-Solid GS348QP4 Series 7 Smith Gym System (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136278114620,body-solid-gscr-349-commercial-seated-calf-raise-new,Body-Solid GSCR349 Commercial Seated Calf Raise (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136280736060,body-solid-gst-20-utility-stool-new,Body-Solid GST20 Utility Stool (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-gst20-utility-stool-new,Medium - archiving/reactivating the product later would need the record back.
3,136282210620,body-solid-gvkr-60-vkr-vertical-knee-raise-dip-new,Body-Solid GVKR60 VKR Vertical Knee Raise & Dip (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136283554108,body-solid-gvkr-82-deluxe-vkr-vertical-knee-raise-dip-pull-up-new,"Body-Solid GVKR82 Deluxe VKR Vertical Knee Raise, Dip, Pull Up (New)",DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136788312380,body-solid-kbc-10-10-lbs-premium-kettlebell-new,Body Solid KBC10 10 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc10-10-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136788476220,body-solid-kbc-15-15-lb-premium-kettlebell-new,Body Solid KBC15 15 lb. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc15-15-lb-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136788607292,body-solid-kbc-20-20-lbs-premium-kettlebell-new,Body Solid KBC20 20 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc20-20-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136788967740,body-solid-kbc-25-25-lbs-premium-kettlebell-new,Body Solid KBC25 25 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc25-25-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136789328188,body-solid-kbc-30-30-lbs-premium-kettlebell-new,Body Solid KBC30 30 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc30-30-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136789688636,body-solid-kbc-35-35-lbs-premium-kettlebell-new,Body Solid KBC35 35 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc35-35-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136789950780,body-solid-kbc-40-40-lbs-premium-kettlebell-new,Body Solid KBC40 40 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc40-40-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136790180156,body-solid-kbc-45-45-lbs-premium-kettlebell-new,Body Solid KBC45 45 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc45-45-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136790343996,body-solid-kbc-5-5-lbs-premium-kettlebell-new,Body Solid KBC5 5 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc5-5-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136790475068,body-solid-kbc-50-50-lbs-premium-kettlebell-new,Body Solid KBC50 50 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc50-50-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,136790573372,body-solid-kbc-55-55-lbs-premium-kettlebell-new,Body Solid KBC55 55 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc55-55-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,138194321724,body-solid-kbc-60-60-lbs-premium-kettlebell-new,Body Solid KBC60 60 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc60-60-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,138194420028,body-solid-kbc-65-65-lbs-premium-kettlebell-new,Body Solid KBC65 65 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc65-65-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,138194518332,body-solid-kbc-70-70-lbs-premium-kettlebell-new,Body Solid KBC70 70 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc70-70-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,138194616636,body-solid-kbc-75-75-lbs-premium-kettlebell-new,Body Solid KBC75 75 lbs. Premium Kettlebell (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbc75-75-lbs-premium-kettlebell-new,Medium - archiving/reactivating the product later would need the record back.
3,138194780476,body-solid-kbcs-105-premium-kettlebell-set-5-to-30-lbs-new,Body Solid KBCS105 Premium Kettlebell Set 5 to 30 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbcs105-premium-kettlebell-set-5-to-30-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138195796284,body-solid-kbl-40-vinyl-dipped-kettlebell-40-lbs-new,Body Solid KBL40 Vinyl Dipped Kettlebell - 40 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbl40-vinyl-dipped-kettlebell-40-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138195861820,body-solid-kbls-180-vinyl-dipped-kettlebell-set-5-40-lb-kbls-180-new,Body Solid KBLS180 Vinyl Dipped Kettlebell Set 5-40 lb. KBLS180 (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbls180-vinyl-dipped-kettlebell-set-5-40-lb-kbls180-new,Medium - archiving/reactivating the product later would need the record back.
3,138196025660,body-solid-kbs-105-cast-kettlebell-set-5-30-lbs-new,Body Solid KBS105 Cast Kettlebell Set 5-30 lbs (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbs105-cast-kettlebell-set-5-30-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138199761212,body-solid-kbs-275-cast-kettlebell-set-5-50-lbs-new,Body Solid KBS275 Cast Kettlebell Set 5-50 lbs (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-kbs275-cast-kettlebell-set-5-50-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136291778876,body-solid-lo-378-bar-lift-offs-new,Body-Solid LO378 Bar Lift Offs (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-lo378-bar-lift-offs-new,Medium - archiving/reactivating the product later would need the record back.
3,136333099324,body-solid-mb-148-a-aluminum-lat-bar-new,Body-Solid MB148A Aluminum Lat Bar (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,138199826748,body-solid-obpb-10-olympic-rubber-bumper-plate-10-lbs-new,Body Solid OBPB10 Olympic Rubber Bumper Plate - 10 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpb10-olympic-rubber-bumper-plate-10-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138200088892,body-solid-obpb-15-15-lb-chicago-extreme-colored-bumper-plate-new,Body Solid OBPB15 15 lb. Chicago Extreme Colored Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpb15-15-lb-chicago-extreme-colored-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138200613180,body-solid-obpb-25-olympic-rubber-bumper-plate-25-lbs-new,Body Solid OBPB25 Olympic Rubber Bumper Plate - 25 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpb25-olympic-rubber-bumper-plate-25-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138200645948,body-solid-obpb-35-olympic-rubber-bumper-plate-35-lbs-new,Body Solid OBPB35 Olympic Rubber Bumper Plate - 35 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpb35-olympic-rubber-bumper-plate-35-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138200711484,body-solid-obpb-45-olympic-rubber-bumper-plate-45-lbs-new,Body Solid OBPB45 Olympic Rubber Bumper Plate - 45 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpb45-olympic-rubber-bumper-plate-45-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138200842556,body-solid-obpc-10-10-lb-chicago-extreme-colored-bumper-plate-new,Body Solid OBPC10 10lb. Chicago Extreme Colored Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpc10-10lb-chicago-extreme-colored-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138200875324,body-solid-obpc-25-25-lb-chicago-extreme-colored-bumper-plate-new,Body Solid OBPC25 25 lb. Chicago Extreme Colored Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpc25-25-lb-chicago-extreme-colored-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138200908092,body-solid-obpc-260-chicago-extreme-colored-bumper-plates-260-lbs-new,Body Solid OBPC260 Chicago Extreme Colored Bumper Plates - 260 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpc260-chicago-extreme-colored-bumper-plates-260-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138200973628,body-solid-obpc-35-35-lb-chicago-extreme-colored-bumper-plate-new,Body Solid OBPC35 35 lb. Chicago Extreme Colored Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpc35-35-lb-chicago-extreme-colored-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201071932,body-solid-obpc-45-45-lb-chicago-extreme-colored-bumper-plate-new,Body Solid OBPC45 45 lb. Chicago Extreme Colored Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpc45-45-lb-chicago-extreme-colored-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201104700,body-solid-obph-10-10-lbs-body-solid-premium-bumper-plate-new,Body Solid OBPH10 10 lbs. Body-Solid Premium Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obph10-10-lbs-body-solid-premium-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201203004,body-solid-obph-15-15-lbs-body-solid-premium-bumper-plate-new,Body Solid OBPH15 15 lbs. Body-Solid Premium Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obph15-15-lbs-body-solid-premium-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201497916,body-solid-obph-25-25-lbs-body-solid-premium-bumper-plate-new,Body Solid OBPH25 25 lbs. Body-Solid Premium Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obph25-25-lbs-body-solid-premium-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201694524,body-solid-obph-35-35-lbs-body-solid-premium-bumper-plate-new,Body Solid OBPH35 35 lbs. Body-Solid Premium Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obph35-35-lbs-body-solid-premium-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201825596,body-solid-obph-45-45-lbs-body-solid-premium-bumper-plate-new,Body Solid OBPH45 45 lbs. Body-Solid Premium Bumper Plate (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obph45-45-lbs-body-solid-premium-bumper-plate-new,Medium - archiving/reactivating the product later would need the record back.
3,138201989436,body-solid-obpx-chicago-extreme-bumper-plates-set-305-lbs-w-bar-new,Body Solid OBPX Chicago Extreme Bumper Plates Set 305 lbs w/Bar (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpx-chicago-extreme-bumper-plates-set-305-lbs-w-bar-new,Medium - archiving/reactivating the product later would need the record back.
3,138204184892,body-solid-obpx-chicago-extreme-bumper-plates-set-new,Body Solid OBPX Chicago Extreme Bumper Plates Set (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpx-chicago-extreme-bumper-plates-set-new,Medium - archiving/reactivating the product later would need the record back.
3,138203300156,body-solid-obpxc-chicago-extreme-bumper-plates-set-305-lbs-w-bar-new,Body Solid OBPXC Chicago Extreme Bumper Plates Set 305 lbs w/Bar (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-obpxc-chicago-extreme-bumper-plates-set-305-lbs-w-bar-new,Medium - archiving/reactivating the product later would need the record back.
3,138204545340,body-solid-opb-10-olympic-weight-plate-10-lbs-new,Body Solid OPB10 Olympic Weight Plate- 10 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-opb10-olympic-weight-plate-10-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138204643644,body-solid-opb-100-olympic-weight-plate-100-lbs-new,Body Solid OPB100 Olympic Weight Plate- 100 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-opb100-olympic-weight-plate-100-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,135517339964,body-solid-opb-2-5-olympic-weight-plate-2-5-lbs-new,Body Solid OPB2-5 Olympic Weight Plate- 2.5 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-opb2-5-olympic-weight-plate-2-5-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138204840252,body-solid-opb-25-olympic-weight-plate-25-lbs-new,Body Solid OPB25 Olympic Weight Plate- 25 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-opb25-olympic-weight-plate-25-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138205004092,body-solid-opb-35-olympic-weight-plate-35-lbs-new,Body Solid OPB35 Olympic Weight Plate- 35 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-opb35-olympic-weight-plate-35-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,138205299004,body-solid-opb-45-olympic-weight-plate-45-lbs-new,Body Solid OPB45 Olympic Weight Plate- 45 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-opb45-olympic-weight-plate-45-lbs-new,Medium - archiving/reactivating the product later would need the record back.
