metaobject_id,handle,display_name,referencing_products,live_referencing_products,populated_field_count,true_duplicate_group,identical_content_group,disposition,reason,risk,needs_tim_approval
138204545340,body-solid-opb-10-olympic-weight-plate-10-lbs-new,Body Solid OPB10 Olympic Weight Plate- 10 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138204643644,body-solid-opb-100-olympic-weight-plate-100-lbs-new,Body Solid OPB100 Olympic Weight Plate- 100 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
135517339964,body-solid-opb-2-5-olympic-weight-plate-2-5-lbs-new,Body Solid OPB2-5 Olympic Weight Plate- 2.5 lbs. (New),1,0,2,,C002,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138204840252,body-solid-opb-25-olympic-weight-plate-25-lbs-new,Body Solid OPB25 Olympic Weight Plate- 25 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138205004092,body-solid-opb-35-olympic-weight-plate-35-lbs-new,Body Solid OPB35 Olympic Weight Plate- 35 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138205299004,body-solid-opb-45-olympic-weight-plate-45-lbs-new,Body Solid OPB45 Olympic Weight Plate- 45 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138205397308,body-solid-opb-5-olympic-weight-plate-5-lbs-new,Body Solid OPB5 Olympic Weight Plate- 5 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138205462844,body-solid-orblk-260-olympic-rubber-bumper-plate-set-260-lbs-new,Body Solid ORBLK260 Olympic Rubber Bumper Plate Set - 260 lbs. (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138208051516,body-solid-orc-300-s-colored-rubber-grip-olympic-plate-set-300-lbs-new,Body Solid ORC300S Colored Rubber Grip Olympic Plate Set 300 lbs (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138208182588,body-solid-orph-260-premium-bumper-plate-set-260-lbs-new,Body Solid ORPH260 Premium Bumper Plate Set- 260 lbs. (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138208313660,body-solid-orst-255-rubber-grip-olympic-set-255-lbs-new,Body Solid ORST255 Rubber Grip Olympic Set 255 lbs. (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138208805180,body-solid-orst-355-rubber-grip-olympic-set-355-lbs-new,Body Solid ORST355 Rubber Grip Olympic Set 355 lbs. (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138209198396,body-solid-orst-455-rubber-grip-olympic-set-455-lbs-new,Body Solid ORST455 Rubber Grip Olympic Set 455 lbs. (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138209263932,body-solid-ort-10-rubber-grip-olympic-plate-10-lbs-black-new,Body Solid ORT10 Rubber Grip Olympic Plate 10 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138209329468,body-solid-ort-100-rubber-grip-olympic-plate-100-lbs-black-new,Body Solid ORT100 Rubber Grip Olympic Plate 100 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
135517765948,body-solid-ort-2-5-rubber-grip-olympic-plate-2-5-lbs-black-new,Body Solid ORT2-5 Rubber Grip Olympic Plate 2.5 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138209362236,body-solid-ort-25-rubber-grip-olympic-plate-25-lbs-black-new,Body Solid ORT25 Rubber Grip Olympic Plate 25 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138209493308,body-solid-ort-255-rubber-grip-olympic-plates-new,Body Solid ORT255 Rubber Grip Olympic Plates (New),1,0,6,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138209984828,body-solid-ort-35-rubber-grip-olympic-plate-35-lbs-black-new,Body Solid ORT35 Rubber Grip Olympic Plate 35 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138269098300,body-solid-ort-45-rubber-grip-olympic-plate-45-lbs-black-new,Body Solid ORT45 Rubber Grip Olympic Plate 45 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138269196604,body-solid-ort-5-rubber-grip-olympic-plate-5-lbs-black-new,Body Solid ORT5 Rubber Grip Olympic Plate 5 lbs. Black (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138269229372,body-solid-ortc-10-rubber-grip-olympic-plate-10-lbs-green-new,Body Solid ORTC10 Rubber Grip Olympic Plate 10 lbs. Green (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
135517897020,body-solid-ortc-2-5-rubber-grip-olympic-plate-2-5-lbs-gray-new,Body Solid ORTC2-5 Rubber Grip Olympic Plate 2.5 lbs. Gray (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138269294908,body-solid-ortc-25-rubber-grip-olympic-plate-25-lbs-yellow-new,Body Solid ORTC25 Rubber Grip Olympic Plate 25 lbs. Yellow (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138269360444,body-solid-ortc-35-rubber-grip-olympic-plate-35-lbs-blue-new,Body Solid ORTC35 Rubber Grip Olympic Plate 35 lbs. Blue (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138270376252,body-solid-ortc-45-rubber-grip-olympic-plate-45-lbs-red-new,Body Solid ORTC45 Rubber Grip Olympic Plate 45 lbs. Red (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138270572860,body-solid-ortc-5-rubber-grip-olympic-plate-5-lbs-dark-blue-new,Body Solid ORTC5 Rubber Grip Olympic Plate 5 lbs. Dark Blue (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138272866620,body-solid-osb-255-olympic-weight-set-255-lbs-plates-only-new,Body Solid OSB255 Olympic Weight Set - 255 lbs. (plates only) (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138273685820,body-solid-osb-300-s-olympic-weight-set-300-lbs-black-bar-new,Body Solid OSB300S Olympic Weight Set - 300 lbs.- Black Bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138275356988,body-solid-osb-355-olympic-weight-set-355-lbs-plates-only-new,Body Solid OSB355 Olympic Weight Set - 355 lbs. (plates only) (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138275717436,body-solid-osb-400-s-olympic-weight-set-400-lbs-with-black-bar-new,Body Solid OSB400S Olympic Weight Set - 400 lbs. with Black Bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138276045116,body-solid-osb-455-olympic-weight-set-455-lbs-plates-only-new,Body Solid OSB455 Olympic Weight Set - 455 lbs. (plates only) (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138276241724,body-solid-osb-500-s-olympic-weight-set-500-lbs-with-black-bar-new,Body Solid OSB500S Olympic Weight Set - 500 lbs. with Black Bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138276471100,body-solid-osc-300-s-olympic-weight-set-300-lbs-chrome-bar-new,Body Solid OSC300S Olympic Weight Set - 300 lbs.- Chrome Bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138276700476,body-solid-osc-400-s-olympic-weight-set-400-lbs-with-chrome-bar-new,Body Solid OSC400S Olympic Weight Set - 400 lbs. with Chrome Bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138277060924,body-solid-osc-500-s-olympic-weight-set-500-lbs-with-chrome-bar-new,Body Solid OSC500S Olympic Weight Set - 500 lbs. with Chrome Bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138281976124,body-solid-osr-300-s-rubber-grip-olympic-set-300-lbs-includes-bar-new,Body Solid OSR300S Rubber Grip Olympic Set 300 lbs. includes bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138282172732,body-solid-osr-400-s-rubber-grip-olympic-set-400-lbs-includes-bar-new,Body Solid OSR400S Rubber Grip Olympic Set 400 lbs. includes bar (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
138283123004,body-solid-osr-500-s-rubber-grip-olympic-set-500-lbs-includes-bar-new,Body Solid OSR500S Rubber Grip Olympic Set 500 lbs. includes bar (NEW),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136336867644,body-solid-ost-355-cast-iron-grip-plate-set-355-lbs-plates-only-new,Body Solid OST355 Cast Iron Grip Plate Set - 355 lbs. (plates only) (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136337162556,body-solid-owt-24-olympic-plate-tree-new,Body Solid OWT24 Olympic Plate Tree (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136337293628,body-solid-p-2-clothsh-cloth-weight-stack-shroud-for-p-2-x-gym-new,Body-Solid P2CLOTHSH Cloth Weight Stack Shroud for P2X Gym (New),1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
136337621308,body-solid-p-2-x-powerline-home-gym-new,Body-Solid P2X Powerline Home Gym (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136337916220,body-solid-pab-139-x-powerline-ab-board-new,Body-Solid PAB139X Powerline Ab Board (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136338145596,body-solid-pab-21-x-powerline-ab-bench-new,Body-Solid PAB21X Powerline Ab Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136338440508,body-solid-pcco-90-x-powerline-cable-crossover-machine-new,Body-Solid PCCO90X Powerline Cable Crossover Machine (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136338997564,body-solid-pch-24-x-powerline-roman-chair-back-hyperextension-new,Body-Solid PCH24X Powerline Roman Chair / Back Hyperextension (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136355643708,body-solid-pdr-282-x-powerline-dumbbell-rack-new,Body Solid PDR282X Powerline Dumbbell Rack (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136355709244,body-solid-pfi-150-powerline-flat-incline-bench-new,Body-Solid PFI150 Powerline Flat Incline Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136355905852,body-solid-pfid-125-x-powerline-multi-bench-new,Body-Solid PFID125X Powerline Multi Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136356036924,body-solid-pfid-130-x-powerline-flat-incline-decline-bench-new,Body-Solid PFID130X Powerline Flat Incline Decline Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136356135228,body-solid-pft-100-powerline-functional-trainer-new,Body-Solid PFT100 Powerline Functional Trainer (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136356331836,body-solid-pft-50-powerline-functional-trainer-new,Body-Solid PFT50 Powerline Functional Trainer (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136356659516,body-solid-pg-2-pro-power-grips-new,Body-Solid PG2 Pro-Power Grips (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136356790588,body-solid-pgm-200-x-powerline-glute-max-new,Body-Solid PGM200X Powerline Glute Max (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136357118268,body-solid-phg-1000-x-powerline-hardcore-gym-new,Body-Solid PHG1000X Powerline Hardcore Gym (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136357478716,body-solid-phyp-200-x-powerline-45-back-hyperextension-new,Body-Solid PHYP200X Powerline 45 Back Hyperextension (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136357577020,body-solid-pla-1000-powerline-power-rack-lat-attachment-new,Body-Solid PLA1000 Powerline Power Rack Lat Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136357708092,body-solid-pla-144-x-lat-attachment-for-powerline-smith-machine-new,Body-Solid PLA144X Lat Attachment for Powerline Smith Machine (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: DRAFT). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136357806396,body-solid-pla-500-powerline-half-rack-lat-attachment-new,Body-Solid PLA500 Powerline Half Rack Lat Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
138189832508,body-solid-plate-loaded-lat-machine-glm-83-new,Body-Solid Plate Loaded Lat Machine GLM83 (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136357904700,body-solid-plce-165-x-powerline-leg-extension-curl-machine-new,Body-Solid PLCE165X Powerline Leg Extension & Curl Machine (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136358003004,body-solid-plm-180-x-powerline-lat-machine-new,Body-Solid PLM180X Powerline Lat Machine (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136358068540,body-solid-plpx-leg-press-attachment-new,Body-Solid PLPX Leg Press Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136146059580,body-solid-plyo-box-set-6-42-bstpbs-5-new,"Body-Solid Plyo Box Set 6-42"" BSTPBS5 (New)",1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
136358199612,body-solid-pmp-150-powerline-multi-press-rack-new,Body-Solid PMP150 Powerline Multi-Press Rack (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136059519292,body-solid-powerline-bsg-10-x-home-gym-new,Body-Solid Powerline BSG10X Home Gym (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136358494524,body-solid-ppa-13-x-pec-attachment-for-powerline-smith-machine-new,Body-Solid PPA13X Pec Attachment for Powerline Smith Machine (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136358658364,body-solid-ppb-32-x-powerline-preacher-curl-bench-new,Body-Solid PPB32X Powerline Preacher Curl Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136359182652,body-solid-ppr-1000-ext-powerline-power-rack-extension-new,Body-Solid PPR1000EXT Powerline Power Rack Extension (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136359018812,body-solid-ppr-1000-powerline-power-rack-new,Body-Solid PPR1000 Powerline Power Rack (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136359510332,body-solid-ppr-200-x-powerline-power-rack-new,Body-Solid PPR200X Powerline Power Rack (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136363278652,body-solid-ppr-200-xp-4-powerline-power-rack-w-flat-incline-decline-bench-new,Body-Solid PPR200XP4 Powerline Power Rack w/Flat Incline Decline Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136364032316,body-solid-ppr-500-ext-powerline-half-rack-extension-new,Body-Solid PPR500EXT Powerline Half Rack Extension (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136363442492,body-solid-ppr-500-powerline-half-rack-new,Body-Solid PPR500 Powerline Half Rack (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136364196156,body-solid-pprbp-powerline-band-pegs-new,Body-Solid PPRBP Powerline Band Pegs (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136364327228,body-solid-pprjc-powerline-half-rack-j-cups-new,Body-Solid PPRJC Powerline Half Rack J-Cups (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136364458300,body-solid-pprmcu-powerline-multi-chin-attachment-new,Body-Solid PPRMCU Powerline Multi-Chin Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136364622140,body-solid-pprps-powerline-pipe-pin-safeties-new,Body-Solid PPRPS Powerline Pipe & Pin Safeties (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136364753212,body-solid-pprtb-powerline-t-bar-row-attachment-new,Body-Solid PPRTB Powerline T-Bar Row Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136364917052,body-solid-pprul-powerline-u-link-attachment-new,Body Solid PPRUL Powerline U-Link Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136365113660,body-solid-pprwh-powerline-weight-horns-new,Body-Solid PPRWH Powerline Weight Horns (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
202047062332,body-solid-pro-club-line-s-2-ccx-series-2-cable-column-new,Body-Solid Pro ClubLine S2CCX Series 2 Cable Column (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136376156476,body-solid-pro-clubline-s-1000-four-stack-gym-new,Body-Solid Pro Clubline S1000 Four-Stack Gym (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135611351356,body-solid-pro-clubline-sar-100-accessory-rack-new,Body Solid Pro Clubline SAR100 Accessory Rack (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136033206588,body-solid-pro-clubline-sbs-100-horizontal-bar-rack-new,Body-Solid Pro Clubline SBS100 Horizontal Bar Rack (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136358134076,body-solid-pro-clubline-sfb-125-flat-bench-new,Body-Solid Pro Clubline SFB125 Flat Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136358428988,body-solid-pro-clubline-sfi-20-flat-incline-bench-new,Body-Solid Pro Clubline SFI20 Flat Incline Bench (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136361705788,body-solid-pro-clubline-sglp-500-leg-press-new,Body-Solid Pro Clubline SGLP500 Leg Press (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136384807228,body-solid-pro-clubline-sprbsa-belt-squat-attachment-new,Body-Solid Pro Clubline SPRBSA Belt Squat Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136386675004,body-solid-pro-clubline-sprhla-lat-attachment-for-spr-500-new,Body-Solid Pro Clubline SPRHLA Lat Attachment for SPR500 (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136387133756,body-solid-pro-clubline-sprht-hip-thruster-attachment-new,Body-Solid Pro Clubline SPRHT Hip Thruster Attachment (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
160702726460,body-solid-pro-clubline-sprlft-monolift-attachment-new,Body-Solid Pro Clubline SPRLFT Monolift Attachment (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: DRAFT). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136387985724,body-solid-pro-clubline-sprsp-spotter-platforms-new,Body-Solid Pro Clubline SPRSP Spotter Platforms (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136391295292,body-solid-pro-clubline-svkr-1000-b-vertical-knee-raise-new,Body-Solid Pro Clubline SVKR1000B Vertical Knee Raise (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136365310268,body-solid-psc-43-x-powerline-seated-calf-raise-new,Body-Solid PSC43X Powerline Seated Calf Raise (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136366653756,body-solid-psm-144-x-powerline-smith-machine-new,Body-Solid PSM144X Powerline Smith Machine (New),1,0,4,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: DRAFT). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136366424380,body-solid-psm-1442-xs-powerline-smith-machine-system-new,Body-Solid PSM1442XS Powerline Smith Machine System (New),1,0,5,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: DRAFT). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136366850364,body-solid-psm-200-powerline-smith-machine-new,Body-Solid PSM200 Powerline Smith Machine (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136367079740,body-solid-pub-2-push-up-bars-new,Body Solid PUB2 Push-Up Bars (New),1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
136370356540,body-solid-pub-30-mountless-pull-up-push-up-bar-new,Body Solid PUB30 Mountless Pull Up/Push Up Bar (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
140390990140,body-solid-pub-34-doorway-chinning-bar-new,Body Solid PUB34 Doorway Chinning Bar (New),1,0,3,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: DRAFT). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
136370684220,body-solid-pvkc-83-x-powerline-vertical-knee-raise-chin-dip-new,Body-Solid PVKC83X Powerline Vertical Knee Raise Chin Dip (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136370880828,body-solid-pvlp-156-x-powerline-vertical-leg-press-new,Body-Solid PVLP156X Powerline Vertical Leg Press (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136370979132,body-solid-r-300-endurance-rower-new,Body-Solid R300 Endurance Rower (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136371274044,body-solid-rb-47-standard-curl-bar-chrome-new,Body-Solid RB47 Standard Curl Bar- Chrome (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136371372348,body-solid-rb-48-standard-super-curl-bar-chrome-new,Body-Solid RB48 Standard Super Curl Bar- Chrome (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136371634492,body-solid-rb-72-72-inch-standard-bar-chrome-new,Body Solid RB72 72 inch Standard Bar- Chrome (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
136371700028,body-solid-rb-84-84-inch-standard-bar-chrome-new,Body Solid RB84 84 inch Standard Bar- Chrome (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
