product_id,product_gid,handle,title,status,vendor,product_type,created_at,updated_at,publication_id,publication_name,published
9878574170428,gid://shopify/Product/9878574170428,power-plate-pro7-matte-black-new,Power Plate pro7- Matte Black (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:39:09Z,2026-08-05T09:38:08Z,266740007228,Google & YouTube,TRUE
9878574399804,gid://shopify/Product/9878574399804,french-fitness-ffs-silver-360xs-energy-group-training-system-new,French Fitness FFS Silver 360XS Energy Group Training System (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:39:18Z,2026-08-11T17:57:46Z,266740007228,Google & YouTube,TRUE
9878575219004,gid://shopify/Product/9878575219004,french-fitness-rubber-hex-dumbbell-set-5-100-lbs-w-2-3-tier-dumbbell-racks-new,French Fitness Rubber Hex Dumbbell Set 5-100 lbs w/(2) 3 Tier Dumbbell Racks (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:39:59Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878575612220,gid://shopify/Product/9878575612220,french-fitness-rubber-hex-dumbbell-set-5-to-100-lbs-w-bench-2-3-tier-dumbbell-racks-new,French Fitness Rubber Hex Dumbbell Set 5 to 100 lbs w/Bench + (2) 3 Tier Dumbbell Racks (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:40:23Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878575776060,gid://shopify/Product/9878575776060,power-plate-pro7hc-remanufactured,Power Plate pro7HC (Remanufactured),ACTIVE,Power Plate,Product Index,2025-01-14T14:40:26Z,2026-08-03T08:26:58Z,266740007228,Google & YouTube,TRUE
9878576300348,gid://shopify/Product/9878576300348,french-fitness-ffs-silver-45-degree-hyperextension-back-extension-new,French Fitness FFS Silver 45 Degree Hyperextension Back Extension (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:40:52Z,2026-08-11T17:57:48Z,266740007228,Google & YouTube,TRUE
9878576595260,gid://shopify/Product/9878576595260,power-plate-rev-new,Power Plate REV (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:41:00Z,2026-08-04T07:02:32Z,266740007228,Google & YouTube,TRUE
9878576955708,gid://shopify/Product/9878576955708,french-fitness-rubber-hex-dumbbell-set-5-to-50-lbs-w-rack-new,French Fitness Rubber Hex Dumbbell Set 5 to 50 lbs. w/Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:41:09Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878577119548,gid://shopify/Product/9878577119548,french-fitness-ffs-silver-45-degree-linear-leg-press-new,French Fitness FFS Silver 45 Degree Linear Leg Press (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:41:17Z,2026-08-22T23:01:41Z,266740007228,Google & YouTube,TRUE
9878577250620,gid://shopify/Product/9878577250620,versaclimber-cl-108o-versa-climber-remanufactured,Versaclimber CL-108O Versa Climber (Remanufactured),ACTIVE,Versaclimber,Product Index,2025-01-14T14:41:22Z,2026-07-29T21:05:41Z,266740007228,Google & YouTube,TRUE
9878577578300,gid://shopify/Product/9878577578300,french-fitness-rubber-hex-dumbbell-set-5-to-50-lbs-w-bench-rack-new,French Fitness Rubber Hex Dumbbell Set 5 to 50 lbs w/Bench + Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:41:35Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878577709372,gid://shopify/Product/9878577709372,power-plate-rev-wood-finish-new,Power Plate REV - Wood Finish (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:41:38Z,2026-08-04T07:04:21Z,266740007228,Google & YouTube,TRUE
9878578594108,gid://shopify/Product/9878578594108,versaclimber-cl-108sm-sport-model-remanufactured,Versaclimber CL-108SM Sport Model (Remanufactured),ACTIVE,Versaclimber,Product Index,2025-01-14T14:42:02Z,2026-08-22T23:01:41Z,266740007228,Google & YouTube,TRUE
9878578626876,gid://shopify/Product/9878578626876,french-fitness-rubber-coated-hex-dumbbell-set-5-70-lbs-w-rack-new,French Fitness Rubber Coated Hex Dumbbell Set 5-70 lbs w/Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:42:03Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878578659644,gid://shopify/Product/9878578659644,french-fitness-ffs-silver-4-stack-multi-jungle-gym-new,French Fitness FFS Silver 4 Stack Multi Jungle Gym (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:42:03Z,2026-08-25T20:06:07Z,266740007228,Google & YouTube,TRUE
9878578790716,gid://shopify/Product/9878578790716,power-plate-classic-machine-remanufactured,Power Plate Classic Machine (Remanufactured),ACTIVE,Power Plate,Product Index,2025-01-14T14:42:07Z,2026-08-03T08:26:58Z,266740007228,Google & YouTube,TRUE
9878579380540,gid://shopify/Product/9878579380540,power-plate-move-silver-remanufactured,Power Plate Move - Silver (Remanufactured),ACTIVE,Power Plate,Product Index,2025-01-14T14:42:36Z,2026-08-05T10:03:51Z,266740007228,Google & YouTube,TRUE
9878579609916,gid://shopify/Product/9878579609916,versaclimber-cl-109o-versa-climber-remanufactured,Versaclimber CL-109O Versa Climber (Remanufactured),ACTIVE,Versaclimber,Product Index,2025-01-14T14:42:49Z,2026-08-23T00:31:45Z,266740007228,Google & YouTube,TRUE
9878579708220,gid://shopify/Product/9878579708220,french-fitness-ffs-silver-5-stack-multi-jungle-gym-new,French Fitness FFS Silver 5 Stack Multi Jungle Gym (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:42:53Z,2026-08-23T00:31:46Z,266740007228,Google & YouTube,TRUE
9878580527420,gid://shopify/Product/9878580527420,french-fitness-rubber-hex-dumbbell-set-5-to-75-lbs-w-3-tier-dumbbell-rack-new,French Fitness Rubber Hex Dumbbell Set 5 to 75 lbs w/3 Tier Dumbbell Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:43:32Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878580691260,gid://shopify/Product/9878580691260,cybex-classic-hip-abduction-outer-thigh-remanufactured,Cybex Classic Hip Abduction / Outer Thigh (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:43:36Z,2026-07-29T21:05:40Z,266740007228,Google & YouTube,TRUE
9878580789564,gid://shopify/Product/9878580789564,french-fitness-ffs-silver-8-stack-multi-jungle-gym-new,French Fitness FFS Silver 8 Stack Multi Jungle Gym (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:43:42Z,2026-08-20T21:39:02Z,266740007228,Google & YouTube,TRUE
9878581051708,gid://shopify/Product/9878581051708,french-fitness-rubber-hex-dumbbell-set-5-to-75-lbs-w-bench-3-tier-dumbbell-rack-new,French Fitness Rubber Hex Dumbbell Set 5 to 75 lbs w/Bench + 3 Tier Dumbbell Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:43:55Z,2026-08-26T21:16:15Z,266740007228,Google & YouTube,TRUE
9878581412156,gid://shopify/Product/9878581412156,cybex-classic-hip-adduction-inner-thigh-remanufactured,Cybex Classic Hip Adduction / Inner Thigh (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:44:10Z,2026-07-29T21:05:43Z,266740007228,Google & YouTube,TRUE
9878581674300,gid://shopify/Product/9878581674300,power-plate-move-matte-black-new,Power Plate Move - Matte Black (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:44:22Z,2026-08-05T10:01:41Z,266740007228,Google & YouTube,TRUE
9878581870908,gid://shopify/Product/9878581870908,french-fitness-ffs-silver-abdominal-adj-decline-bench-new,French Fitness FFS Silver Abdominal / Adj Decline Bench (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:44:30Z,2026-08-11T17:55:46Z,266740007228,Google & YouTube,TRUE
9878582165820,gid://shopify/Product/9878582165820,cybex-classic-bicep-curl-remanufactured,Cybex Classic Bicep Curl (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:44:45Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878582427964,gid://shopify/Product/9878582427964,french-fitness-ffs-silver-ab-crunch-bench-new,French Fitness FFS Silver Ab Crunch Bench (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:44:55Z,2026-08-11T17:57:01Z,266740007228,Google & YouTube,TRUE
9878582460732,gid://shopify/Product/9878582460732,power-plate-move-red-new,Power Plate Move - Red (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:44:57Z,2026-08-05T10:04:56Z,266740007228,Google & YouTube,TRUE
9878582853948,gid://shopify/Product/9878582853948,cybex-classic-chest-press-remanufactured,Cybex Classic Chest Press (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:45:19Z,2026-07-29T21:05:42Z,266740007228,Google & YouTube,TRUE
9878582886716,gid://shopify/Product/9878582886716,french-fitness-ffs-silver-adjustable-cable-crossover-new,French Fitness FFS Silver Adjustable Cable Crossover (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:45:20Z,2026-08-23T00:31:46Z,266740007228,Google & YouTube,TRUE
9878583148860,gid://shopify/Product/9878583148860,power-plate-move-silver-new,Power Plate Move - Silver (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:45:32Z,2026-08-05T10:05:46Z,266740007228,Google & YouTube,TRUE
9878583542076,gid://shopify/Product/9878583542076,cybex-classic-fly-press-remanufactured,Cybex Classic Fly Press (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:45:55Z,2026-07-29T21:05:43Z,266740007228,Google & YouTube,TRUE
9878583869756,gid://shopify/Product/9878583869756,power-plate-move-wood-finish-new,Power Plate Move - Wood Finish (New),ACTIVE,Power Plate,Product Index,2025-01-14T14:46:06Z,2026-08-05T10:02:51Z,266740007228,Google & YouTube,TRUE
9878584262972,gid://shopify/Product/9878584262972,cybex-classic-shoulder-press-remanufactured,Cybex Classic Shoulder Press (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:46:30Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878584787260,gid://shopify/Product/9878584787260,french-fitness-shasta-assisted-chin-dip-new,French Fitness Shasta Assisted Chin Dip (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:46:52Z,2026-08-18T18:28:51Z,266740007228,Google & YouTube,TRUE
9878585049404,gid://shopify/Product/9878585049404,precor-clm-835-stair-stepper-w-p30-console-remanufactured,Precor CLM 835 Stair Stepper w/ P30 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:47:04Z,2026-07-29T21:05:44Z,266740007228,Google & YouTube,TRUE
9878585344316,gid://shopify/Product/9878585344316,french-fitness-shasta-abdominal-crunch-lower-back-new,French Fitness Shasta Abdominal Crunch / Lower Back (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:47:21Z,2026-08-25T20:45:08Z,266740007228,Google & YouTube,TRUE
9878585606460,gid://shopify/Product/9878585606460,precor-efx-833-elliptical-w-converging-crossramp-p31-console-remanufactured,Precor EFX 833 Elliptical w/Converging Crossramp + p31 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:47:28Z,2026-08-22T21:05:18Z,266740007228,Google & YouTube,TRUE
9878585671996,gid://shopify/Product/9878585671996,life-fitness-club-series-elliptical-cross-trainer-remanufactured,Life Fitness Club Series Elliptical Cross-Trainer (Remanufactured),ACTIVE,Life Fitness,Product Index,2025-01-14T14:47:34Z,2026-08-04T11:09:11Z,266740007228,Google & YouTube,TRUE
9878586425660,gid://shopify/Product/9878586425660,french-fitness-silver-arc-elliptical-trainer-new,French Fitness Silver Arc Elliptical Trainer (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:48:05Z,2026-08-24T07:52:09Z,266740007228,Google & YouTube,TRUE
9878586818876,gid://shopify/Product/9878586818876,french-fitness-shasta-bicep-arm-curl-new,French Fitness Shasta Bicep Arm Curl (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:48:31Z,2026-08-11T17:57:46Z,266740007228,Google & YouTube,TRUE
9878587507004,gid://shopify/Product/9878587507004,french-fitness-ffs-silver-cable-column-new,French Fitness FFS Silver Cable Column (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:49:01Z,2026-08-11T17:56:31Z,266740007228,Google & YouTube,TRUE
9878589342012,gid://shopify/Product/9878589342012,precor-discovery-series-selectorized-biceps-curl-remanufactured,Precor DSL0204 Discovery Series Selectorized Biceps Curl (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:50:18Z,2026-07-29T21:05:40Z,266740007228,Google & YouTube,TRUE
9878589571388,gid://shopify/Product/9878589571388,french-fitness-shasta-cable-lat-pulldown-new,French Fitness Shasta Cable Lat Pulldown (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:50:28Z,2026-08-11T17:56:31Z,266740007228,Google & YouTube,TRUE
9878591570236,gid://shopify/Product/9878591570236,precor-discovery-series-selectorized-triceps-extension-remanufactured,Precor DSL0208 Discovery Series Selectorized Triceps Extension (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:50:49Z,2026-07-29T21:05:44Z,266740007228,Google & YouTube,TRUE
9878592651580,gid://shopify/Product/9878592651580,french-fitness-shasta-chest-press-new,French Fitness Shasta Chest Press (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:51:05Z,2026-08-20T18:44:49Z,266740007228,Google & YouTube,TRUE
9878593634620,gid://shopify/Product/9878593634620,precor-discovery-series-selectorized-back-extension-remanufactured,Precor DSL0313 Discovery Series Selectorized Back Extension (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:51:20Z,2026-08-05T06:14:42Z,266740007228,Google & YouTube,TRUE
9878594650428,gid://shopify/Product/9878594650428,french-fitness-shasta-chest-shoulder-multi-press-new,French Fitness Shasta Chest/Shoulder Multi Press (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:51:48Z,2026-08-11T17:57:46Z,266740007228,Google & YouTube,TRUE
9878594683196,gid://shopify/Product/9878594683196,life-fitness-ct-9100-elliptical-cross-trainer-remanufactured,Life Fitness CT-9100 Elliptical Cross-Trainer (Remanufactured),ACTIVE,Life Fitness,Product Index,2025-01-14T14:51:50Z,2026-08-04T11:09:14Z,266740007228,Google & YouTube,TRUE
9878594715964,gid://shopify/Product/9878594715964,precor-discovery-series-selectorized-diverging-lat-pulldown-remanufactured,Precor DSL0314 Discovery Series Selectorized Diverging Lat Pulldown (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:51:50Z,2026-07-29T21:05:43Z,266740007228,Google & YouTube,TRUE
9878595240252,gid://shopify/Product/9878595240252,cybex-cx-445t-treadmill-remanufactured,Cybex CX-445T Treadmill (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:52:17Z,2026-08-04T10:54:52Z,266740007228,Google & YouTube,TRUE
9878595338556,gid://shopify/Product/9878595338556,french-fitness-rubber-grip-olympic-weight-plate-set-100-lbs-new,French Fitness Rubber Grip Olympic Weight Plate Set 100 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:52:20Z,2026-08-06T18:52:25Z,266740007228,Google & YouTube,TRUE
9878595535164,gid://shopify/Product/9878595535164,precor-discovery-series-selectorized-chest-press-remanufactured,Precor DSL0414 Discovery Series Selectorized Converging Chest Press (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:52:28Z,2026-07-29T21:05:41Z,266740007228,Google & YouTube,TRUE
9878595567932,gid://shopify/Product/9878595567932,french-fitness-ffs-silver-dual-adjustable-pulley-new,French Fitness FFS Silver Dual Adjustable Pulley (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:52:31Z,2026-08-22T01:01:06Z,266740007228,Google & YouTube,TRUE
9878596026684,gid://shopify/Product/9878596026684,cybex-530s-cyclone-stepper-remanufactured,Cybex 530S Cyclone Stepper (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:52:48Z,2026-07-29T21:05:41Z,266740007228,Google & YouTube,TRUE
9878596190524,gid://shopify/Product/9878596190524,precor-discovery-series-selectorized-shoulder-press-remanufactured,Precor DSL0515 Discovery Series Selectorized Converging Shoulder Press (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:52:59Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878596485436,gid://shopify/Product/9878596485436,cybex-utility-bench-remanufactured,Cybex Utility Bench (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:53:16Z,2026-07-29T21:05:38Z,266740007228,Google & YouTube,TRUE
9878596813116,gid://shopify/Product/9878596813116,precor-discovery-series-selectorized-prone-leg-curl-remanufactured,Precor DSL0606 Discovery Series Selectorized Prone Leg Curl (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:53:29Z,2026-07-29T21:05:45Z,266740007228,Google & YouTube,TRUE
9878596911420,gid://shopify/Product/9878596911420,french-fitness-rubber-grip-olympic-weight-plate-set-120-lbs-new,French Fitness Rubber Grip Olympic Weight Plate Set 120 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:53:35Z,2026-08-06T18:52:24Z,266740007228,Google & YouTube,TRUE
9878597108028,gid://shopify/Product/9878597108028,cybex-625a-arc-trainer-w-e3-console-remanufactured,Cybex 625A Arc Trainer w/E3 Console (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:53:45Z,2026-08-04T11:09:09Z,266740007228,Google & YouTube,TRUE
9878597435708,gid://shopify/Product/9878597435708,french-fitness-shasta-biceps-curl-triceps-extension-new,French Fitness Shasta Dual Bicep Curl / Tricep (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:53:58Z,2026-08-19T08:04:03Z,266740007228,Google & YouTube,TRUE
9878597501244,gid://shopify/Product/9878597501244,precor-discovery-series-selectorized-glute-extension-remanufactured,Precor Discovery Series Selectorized Glute Extension (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:54:00Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878597763388,gid://shopify/Product/9878597763388,french-fitness-rubber-grip-olympic-weight-plate-set-140-lbs-new,French Fitness Rubber Grip Olympic Weight Plate Set 140 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:54:12Z,2026-08-06T18:52:24Z,266740007228,Google & YouTube,TRUE
9878597894460,gid://shopify/Product/9878597894460,cybex-625c-upright-bike-w-e3-console-remanufactured,Cybex 625C Upright Bike w/E3 Console (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:54:16Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878598156604,gid://shopify/Product/9878598156604,precor-discovery-series-selectorized-seated-leg-curl-remanufactured,Precor DSL0619 Discovery Series Selectorized Seated Leg Curl (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:54:31Z,2026-07-29T21:05:40Z,266740007228,Google & YouTube,TRUE
9878598484284,gid://shopify/Product/9878598484284,cybex-625r-recumbent-bike-w-e3-console-remanufactured,Cybex 625R Recumbent Bike w/E3 Console (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:54:46Z,2026-07-29T21:05:40Z,266740007228,Google & YouTube,TRUE
9878598615356,gid://shopify/Product/9878598615356,french-fitness-ffs-silver-elite-smith-machine-new,French Fitness FFS Silver Elite Smith Machine (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:54:50Z,2026-08-21T07:52:13Z,266740007228,Google & YouTube,TRUE
9878598648124,gid://shopify/Product/9878598648124,french-fitness-rubber-grip-olympic-weight-plate-set-170-lbs-new,French Fitness Rubber Grip Olympic Weight Plate Set 170 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:54:50Z,2026-08-06T18:52:24Z,266740007228,Google & YouTube,TRUE
9878598877500,gid://shopify/Product/9878598877500,precor-efx-835-elliptical-w-converging-crossramp-p31-console-remanufactured,Precor EFX 835 Elliptical w/Converging Crossramp + p31 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:55:01Z,2026-08-22T21:05:18Z,266740007228,Google & YouTube,TRUE
9878599237948,gid://shopify/Product/9878599237948,cybex-750c-upright-fitness-bike-remanufactured,Cybex 750C Upright Fitness Bike (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:55:17Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878599336252,gid://shopify/Product/9878599336252,french-fitness-shasta-fixed-lat-pulldown-new,French Fitness Shasta Fixed Lat Pulldown (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:55:19Z,2026-08-17T15:04:07Z,266740007228,Google & YouTube,TRUE
9878599467324,gid://shopify/Product/9878599467324,french-fitness-rubber-grip-olympic-weight-plate-set-190-lbs-new,French Fitness Rubber Grip Olympic Weight Plate Set 190 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:55:29Z,2026-08-06T18:52:23Z,266740007228,Google & YouTube,TRUE
9878599532860,gid://shopify/Product/9878599532860,precor-icarian-chin-dip-assist-remanufactured,Precor Icarian Chin Dip Assist (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:55:30Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878599827772,gid://shopify/Product/9878599827772,french-fitness-ffs-silver-glute-machine-new,French Fitness FFS Silver Glute Machine (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:55:46Z,2026-08-25T20:45:08Z,266740007228,Google & YouTube,TRUE
9878599860540,gid://shopify/Product/9878599860540,cybex-770c-upright-fitness-bike-remanufactured,Cybex 770C Upright Fitness Bike (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:55:47Z,2026-07-29T21:05:45Z,266740007228,Google & YouTube,TRUE
9878600122684,gid://shopify/Product/9878600122684,precor-icarian-super-squat-624-remanufactured,Precor Icarian Super Squat 624 (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:56:04Z,2026-07-29T21:05:42Z,266740007228,Google & YouTube,TRUE
9878600253756,gid://shopify/Product/9878600253756,french-fitness-rubber-grip-weight-plate-set-w-7-ft-olympic-bar-235-lbs-new,French Fitness Rubber Grip Weight Plate Set w/7 ft Olympic Bar 235 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:56:07Z,2026-08-06T18:52:23Z,266740007228,Google & YouTube,TRUE
9878600319292,gid://shopify/Product/9878600319292,french-fitness-shasta-inner-outer-thigh-machine-new,French Fitness Shasta Hip Abductor / Adductor Inner & Outer Thigh Machine (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:56:13Z,2026-08-26T12:57:02Z,266740007228,Google & YouTube,TRUE
9878600384828,gid://shopify/Product/9878600384828,cybex-770c-upright-bike-w-e3-console-remanufactured,Cybex 770C Upright Bike w/ E3 Console (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:56:16Z,2026-07-29T21:05:38Z,266740007228,Google & YouTube,TRUE
9878600581436,gid://shopify/Product/9878600581436,precor-trm-781-treadmill-w-p82-console-remanufactured,Precor TRM 781 Treadmill w/p82 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:56:33Z,2026-08-26T08:45:46Z,266740007228,Google & YouTube,TRUE
9878600712508,gid://shopify/Product/9878600712508,french-fitness-rubber-grip-weight-plate-set-w-7-ft-olympic-bar-235-lbs-bench-new,French Fitness Rubber Grip Weight Plate Set w/7 ft Olympic Bar 235 lbs + Bench (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:56:41Z,2026-07-29T21:05:44Z,266740007228,Google & YouTube,TRUE
9878600778044,gid://shopify/Product/9878600778044,french-fitness-shasta-hip-adductor-inner-thigh-new,French Fitness Shasta Hip Adductor (Inner Thigh) (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:56:44Z,2026-08-11T17:58:58Z,266740007228,Google & YouTube,TRUE
9878600810812,gid://shopify/Product/9878600810812,cybex-adjustable-bench-w-0-80-degree-incline-remanufactured,Cybex Adjustable Bench w/ 0-80 Degree Incline (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:56:46Z,2026-07-29T21:05:43Z,266740007228,Google & YouTube,TRUE
9878601302332,gid://shopify/Product/9878601302332,french-fitness-shasta-hip-abductor-outer-thigh-new,French Fitness Shasta Hip Abductor (Outer Thigh) (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:57:11Z,2026-08-11T17:58:34Z,266740007228,Google & YouTube,TRUE
9878601498940,gid://shopify/Product/9878601498940,cybex-bent-leg-abdominal-board-remanufactured,Cybex Bent Leg Abdominal Board (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:57:15Z,2026-07-29T21:05:39Z,266740007228,Google & YouTube,TRUE
9878601531708,gid://shopify/Product/9878601531708,precor-trm-833-treadmill-w-p30-console-remanufactured,Precor TRM 833 Treadmill w/P30 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:57:20Z,2026-08-26T09:30:18Z,266740007228,Google & YouTube,TRUE
9878601924924,gid://shopify/Product/9878601924924,french-fitness-ffs-silver-half-ball-captains-chair-leg-raise-vkr-new,French Fitness FFS Silver Half Ball Captain's Chair Leg Raise VKR (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:57:39Z,2026-08-23T01:04:51Z,266740007228,Google & YouTube,TRUE
9878602088764,gid://shopify/Product/9878602088764,french-fitness-rubber-grip-olympic-weight-plate-set-260-lbs-new,French Fitness Rubber Grip Olympic Weight Plate Set 260 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:57:46Z,2026-08-23T01:04:51Z,266740007228,Google & YouTube,TRUE
9878602318140,gid://shopify/Product/9878602318140,precor-trm-835-v2-treadmill-w-p30-console-remanufactured,Precor TRM 835 V2 Treadmill w/P30 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:57:52Z,2026-08-26T08:22:03Z,266740007228,Google & YouTube,TRUE
9878602580284,gid://shopify/Product/9878602580284,french-fitness-ffs-silver-leverage-horizontal-bench-press-plate-loaded-new,French Fitness FFS Silver Leverage Horizontal Bench Press Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:58:05Z,2026-08-11T17:57:45Z,266740007228,Google & YouTube,TRUE
9878602776892,gid://shopify/Product/9878602776892,cybex-800s-ct-stepper-remanufactured,Cybex 800S-CT Stepper (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T14:58:15Z,2026-08-23T01:04:51Z,266740007228,Google & YouTube,TRUE
9878603039036,gid://shopify/Product/9878603039036,precor-trm-865-v2-treadmill-w-p62-console-remanufactured,Precor TRM 865 V2 Treadmill w/p62 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:58:24Z,2026-08-26T08:22:03Z,266740007228,Google & YouTube,TRUE
9878603235644,gid://shopify/Product/9878603235644,french-fitness-silver-ffs-linear-hack-squat-new,French Fitness Silver FFS Linear Hack Squat (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:58:34Z,2026-08-24T07:40:16Z,266740007228,Google & YouTube,TRUE
9878603628860,gid://shopify/Product/9878603628860,french-fitness-rubber-grip-weight-plate-set-w-7-ft-olympic-bar-305-lbs-new,French Fitness Rubber Grip Weight Plate Set w/7 ft Olympic Bar 305 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:58:48Z,2026-07-29T21:05:42Z,266740007228,Google & YouTube,TRUE
9878603661628,gid://shopify/Product/9878603661628,precor-trm-885-v1-treadmill-w-p80-console-remanufactured,Precor TRM 885 V1 Treadmill w/P80 Console (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T14:58:54Z,2026-08-26T08:44:54Z,266740007228,Google & YouTube,TRUE
9878603956540,gid://shopify/Product/9878603956540,french-fitness-shasta-lat-pulldown-low-row-new,French Fitness Shasta Lat Pulldown / Low Row Selectorized Machine (New),ACTIVE,French Fitness,Product Index,2025-01-14T14:59:01Z,2026-08-26T12:54:21Z,266740007228,Google & YouTube,TRUE
